exercise_id,name,body_part,target_muscle,secondary_muscles,equipment,exercise_type,difficulty_level,instructions,source_dataset
ex_29cd3017f2,exercise ball back extension with rotation,back,spine,"glutes, hamstrings",stability ball,mobility,unknown,"Start by lying face down on the stability ball with your hips resting on the ball and your feet firmly planted on the ground. Place your hands behind your head or cross them over your chest. Engage your core and slowly lift your upper body off the ball, extending your back until your body forms a straight line from your head to your heels. Pause for a moment at the top, then slowly rotate your torso to one side, keeping your hips and legs stable. Return to the center and repeat the rotation to the other side. Lower your upper body back down to the starting position and repeat for the desired number of repetitions.",fitness_exercises
ex_6458c334b0,exercise ball hug,back,spine,"shoulders, chest",stability ball,strength,unknown,"Sit on the stability ball with your feet flat on the ground and your back straight. Hold the stability ball with both hands, hugging it close to your chest. Engage your core muscles and slowly lean back, keeping your back straight and your feet planted on the ground. Continue leaning back until you feel a stretch in your back muscles. Hold the position for a few seconds, then slowly return to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_13815f9f09,exercise ball prone leg raise,back,spine,"abdominals, glutes",stability ball,strength,unknown,"Lie face down on a mat with your legs extended and your toes resting on top of the stability ball. Place your hands on the ground, shoulder-width apart, and engage your core muscles. Keeping your legs straight, slowly lift them off the ground, using your lower back and glutes to raise them as high as possible. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_2800f77846,hyperextension,back,spine,"glutes, hamstrings",bodyweight,strength,unknown,"Adjust the hyperextension bench so that your upper thighs are resting on the pad and your feet are secured. Cross your arms over your chest or place your hands behind your head. Lower your upper body towards the ground while keeping your back straight. Pause for a moment at the bottom, then raise your upper body back up until it is in line with your legs. Repeat for the desired number of repetitions.",fitness_exercises
ex_dbd457e625,hyperextension (on bench),back,spine,"glutes, hamstrings",bodyweight,strength,unknown,"Adjust the hyperextension bench so that your hips are resting comfortably on the pad and your feet are secured. Cross your arms over your chest or place your hands behind your head. Slowly lower your upper body towards the ground while keeping your back straight. Pause for a moment at the bottom, then raise your upper body back up until it is in line with your legs. Repeat for the desired number of repetitions.",fitness_exercises
ex_ee76a81cae,lever back extension,back,spine,"glutes, hamstrings",leverage machine,strength,unknown,"Adjust the machine to fit your body size and range of motion. Sit on the machine with your back against the pad and your feet secured. Place your hands on the handles or grip bars. Engage your core and slowly lean forward, allowing your back to round slightly. Pause for a moment at the bottom position, feeling a stretch in your lower back. Using your back muscles, slowly raise your torso back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_1767f91f46,lower back curl,back,spine,"glutes, hamstrings",bodyweight,strength,unknown,"Lie flat on your stomach with your legs extended and your arms by your sides. Engage your glutes and hamstrings, and slowly lift your upper body off the ground, curling your back upwards. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_3872b50ffb,roller back stretch,back,spine,"hamstrings, glutes",roller,mobility,unknown,"Start by sitting on the ground with your legs extended in front of you. Place the roller perpendicular to your body, just below your glutes. Slowly roll your body backwards, allowing the roller to move up your back. Continue rolling until the roller reaches your upper back. Pause for a moment, then slowly roll back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_fb7bf29cd6,sphinx,back,spine,"glutes, hamstrings",bodyweight,strength,unknown,"Lie face down on the ground with your forearms flat on the floor, elbows directly under your shoulders. Engage your core and lift your chest off the ground, keeping your forearms and toes on the floor. Hold this position for a few seconds, making sure to keep your neck in a neutral position. Slowly lower your chest back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_e67cf69c6c,spine stretch,back,spine,"hamstrings, glutes",bodyweight,mobility,unknown,"Sit on the ground with your legs extended in front of you. Place your hands on the ground behind you, fingers pointing towards your body. Engage your core and slowly lean back, keeping your back straight. Continue leaning back until you feel a stretch in your spine. Hold the stretch for a few seconds, then slowly return to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_4bff918016,standing pelvic tilt,back,spine,abdominals,bodyweight,strength,unknown,"Stand with your feet shoulder-width apart and your knees slightly bent. Place your hands on your hips or let them hang by your sides. Engage your core muscles and tilt your pelvis forward, pushing your lower back towards the wall behind you. Hold the position for a few seconds, then release and return to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_ab3925713d,two toe touch (male),back,spine,"hamstrings, glutes",bodyweight,strength,unknown,"Stand with your feet shoulder-width apart and your arms extended out to the sides. Bend forward at the waist, keeping your back straight and your knees slightly bent. Reach down towards your toes with both hands, keeping your legs straight. Pause for a moment at the bottom, then slowly return to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_619088523c,upward facing dog,back,spine,"shoulders, chest",bodyweight,strength,unknown,"Lie face down on the floor with your legs extended behind you. Place your hands on the floor next to your lower ribs, fingers pointing forward. Press your hands firmly into the floor and straighten your arms, lifting your torso and thighs off the ground. Roll your shoulders back and down, opening your chest and lifting your gaze towards the ceiling. Hold this position for a few breaths, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_f9932439a1,weighted hyperextension (on stability ball),back,spine,"glutes, hamstrings",weighted,strength,unknown,"Position yourself face down on a stability ball with your hips resting on the ball and your feet against a wall for stability. Place your hands behind your head or cross them over your chest. Engage your core and slowly lift your upper body off the ball, extending your back until your body forms a straight line. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_53266a52b9,band shrug,back,traps,shoulders,band,strength,unknown,"Stand with your feet shoulder-width apart and place the band under your feet, holding the ends with your hands. Keep your arms straight and relaxed, and let the band hang in front of your thighs. Engage your traps by shrugging your shoulders upward, lifting the band as high as possible. Hold the contraction for a moment, then slowly lower your shoulders back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_2819451cec,barbell shrug,back,traps,shoulders,barbell,strength,unknown,"Stand with your feet shoulder-width apart and hold a barbell in front of you with an overhand grip. Keep your arms straight and your back straight throughout the exercise. Lift your shoulders up towards your ears as high as possible, squeezing your traps at the top. Hold for a moment, then slowly lower your shoulders back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_8c10ad42c2,cable shrug,back,traps,shoulders,cable,strength,unknown,"Stand facing the cable machine with your feet shoulder-width apart. Grasp the cable handles with an overhand grip and let your arms hang down in front of you. Keeping your arms straight, shrug your shoulders up towards your ears. Hold the contraction for a moment, then slowly lower your shoulders back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_1d8514ade8,dumbbell decline shrug,back,traps,"shoulders, rhomboids",dumbbell,strength,unknown,"Set up a decline bench at a 45-degree angle. Lie face down on the bench with your chest and stomach resting against it. Hold a dumbbell in each hand with your arms fully extended towards the floor. Keeping your arms straight, raise your shoulders towards your ears as high as possible. Hold the contraction for a moment, then slowly lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_f3eac7e41b,dumbbell decline shrug v. 2,back,traps,"shoulders, rhomboids",dumbbell,strength,unknown,"Set up a decline bench at a 45-degree angle. Lie face down on the bench with your chest and stomach resting on it. Hold a dumbbell in each hand with your palms facing each other and your arms fully extended. Keeping your arms straight, raise your shoulders as high as possible while squeezing your shoulder blades together. Hold the contraction for a brief pause, then lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_ca32d9f8dd,dumbbell incline shrug,back,traps,shoulders,dumbbell,strength,unknown,"Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand. Place your feet flat on the ground and let your arms hang straight down with your palms facing your body. Keeping your arms straight, shrug your shoulders up towards your ears as high as possible. Hold the contraction for a moment, then slowly lower your shoulders back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_8875eb40dd,dumbbell shrug,back,traps,shoulders,dumbbell,strength,unknown,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing your body. Keep your arms straight and let the dumbbells hang by your sides. Raise your shoulders as high as possible, as if you are trying to touch your ears with your shoulders. Hold the contraction for a second, then slowly lower your shoulders back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_123c110eb2,kettlebell sumo high pull,back,traps,"shoulders, glutes, hamstrings",kettlebell,strength,unknown,"Stand with your feet wider than shoulder-width apart, toes pointing outwards. Hold a kettlebell with both hands in front of your body, arms extended downwards. Bend your knees and lower your hips into a squat position, keeping your back straight. Drive through your heels and explosively extend your hips and knees, pulling the kettlebell up towards your chin. As you pull the kettlebell up, keep your elbows high and wide, and squeeze your shoulder blades together. Lower the kettlebell back down to the starting position and repeat for the desired number of repetitions.",fitness_exercises
ex_a8863a0e8a,lever gripless shrug,back,traps,"shoulders, forearms",leverage machine,strength,unknown,"Adjust the seat height and position yourself on the leverage machine. Grasp the handles with your palms facing inwards and your arms fully extended. Keeping your back straight, exhale and elevate your shoulders as high as possible. Hold the contraction for a brief moment, then inhale and slowly lower your shoulders back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_c324feb9fc,lever gripless shrug v. 2,back,traps,"shoulders, forearms",leverage machine,strength,unknown,"Adjust the seat height and position yourself on the machine with your back against the pad. Grasp the handles or bars with an overhand grip, keeping your arms straight. Keeping your back straight, lift your shoulders up towards your ears as high as possible. Hold the contraction for a moment, then slowly lower your shoulders back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_c361092bef,lever shrug,back,traps,shoulders,leverage machine,strength,unknown,"Adjust the seat height and position yourself on the leverage machine with your back against the pad. Grasp the handles with an overhand grip and keep your arms straight. Keeping your back straight, lift your shoulders up towards your ears as high as possible. Hold the contraction for a moment, then slowly lower your shoulders back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_0169af874e,scapula dips,back,traps,"rhomboids, deltoids",bodyweight,strength,unknown,"Start by standing with your feet shoulder-width apart and your arms extended in front of you. Bend your knees slightly and hinge forward at the hips, keeping your back straight. Lower your body by bending your elbows and retracting your shoulder blades, as if you are trying to squeeze a pencil between them. Pause for a moment at the bottom, then push through your hands to extend your elbows and return to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_1c23d10916,scapular pull-up,back,traps,"biceps, rhomboids, rear deltoids",bodyweight,strength,unknown,"Start by hanging from a pull-up bar with your palms facing away from you and your arms fully extended. Retract your shoulder blades by pulling them down and back. Engage your back muscles and pull your body up towards the bar, focusing on squeezing your shoulder blades together. Pause for a moment at the top of the movement, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_c322b62d0e,smith back shrug,back,traps,shoulders,smith machine,strength,unknown,"Stand with your feet shoulder-width apart and your knees slightly bent. Grasp the barbell with an overhand grip, hands slightly wider than shoulder-width apart. Keep your arms straight and allow the barbell to hang in front of your thighs. Lift your shoulders straight up towards your ears, squeezing your traps at the top. Hold for a moment, then lower your shoulders back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_8099126a52,smith shrug,back,traps,shoulders,smith machine,strength,unknown,"Stand with your feet shoulder-width apart and your knees slightly bent. Grasp the barbell with an overhand grip, hands slightly wider than shoulder-width apart. Keep your arms straight and your shoulders relaxed. Lift your shoulders up towards your ears, squeezing your traps at the top. Hold for a moment, then slowly lower your shoulders back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_af4b3b2521,back lever,back,upper back,"biceps, forearms, core",bodyweight,strength,unknown,"Start by hanging from a pull-up bar with an overhand grip, hands slightly wider than shoulder-width apart. Engage your core and pull your shoulder blades down and back. Bend your knees and tuck them towards your chest. Slowly lift your legs up, keeping them straight, until your body is parallel to the ground. Hold this position for a few seconds, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_19b72402db,band one arm standing low row,back,upper back,"biceps, shoulders",band,strength,unknown,"Attach the band to a stable anchor point at waist height. Stand facing the anchor point with your feet shoulder-width apart. Hold the band with one hand, palm facing inward, and step back to create tension in the band. Bend your knees slightly and hinge forward at the hips, keeping your back straight. Pull the band towards your waist, squeezing your shoulder blades together. Pause for a moment at the top of the movement, then slowly release the band back to the starting position. Repeat for the desired number of repetitions, then switch sides.",fitness_exercises
ex_50b8bb89fa,band one arm twisting seated row,back,upper back,"biceps, shoulders",band,strength,unknown,"Sit on a bench or chair with your feet flat on the ground and your back straight. Hold the band with one hand and extend your arm fully in front of you. Keeping your back straight, pull the band towards your body by bending your elbow and squeezing your shoulder blades together. At the same time, twist your torso towards the side of the pulling arm. Pause for a moment at the top, then slowly release the tension in the band and return to the starting position. Repeat for the desired number of repetitions, then switch to the other arm.",fitness_exercises
ex_26f36c602a,barbell bent over row,back,upper back,"biceps, forearms",barbell,strength,unknown,"Stand with your feet shoulder-width apart and knees slightly bent. Bend forward at the hips while keeping your back straight and chest up. Grasp the barbell with an overhand grip, hands slightly wider than shoulder-width apart. Pull the barbell towards your lower chest by retracting your shoulder blades and squeezing your back muscles. Pause for a moment at the top, then slowly lower the barbell back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_d78ead226d,barbell incline row,back,upper back,"biceps, forearms",barbell,strength,unknown,"Set up an incline bench at a 45-degree angle. Lie face down on the bench with your chest against the pad and your feet flat on the ground. Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. Keep your back straight and your core engaged. Pull the barbell towards your chest, squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower the barbell back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_1ba321f341,barbell one arm bent over row,back,upper back,"biceps, forearms",barbell,strength,unknown,"Stand with your feet shoulder-width apart, knees slightly bent, and hold a barbell with one hand using an overhand grip. Bend forward at the hips, keeping your back straight and your head in a neutral position. Pull the barbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together. Lower the barbell back down to the starting position in a controlled manner. Repeat for the desired number of repetitions, then switch to the other arm.",fitness_exercises
ex_61f96951a6,barbell pendlay row,back,upper back,"biceps, forearms",barbell,strength,unknown,"Stand with your feet shoulder-width apart and your knees slightly bent. Bend forward at the hips, keeping your back straight and your chest up. Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. Pull the barbell towards your upper abdomen, squeezing your shoulder blades together. Lower the barbell back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_2e97fc14f2,barbell reverse grip bent over row,back,upper back,"biceps, forearms",barbell,strength,unknown,"Stand with your feet shoulder-width apart and knees slightly bent. Hold a barbell with an overhand grip, palms facing down, and hands slightly wider than shoulder-width apart. Bend forward at the hips, keeping your back straight and chest up, until your torso is almost parallel to the floor. Pull the barbell towards your lower chest, squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower the barbell back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_12d72c5904,barbell reverse grip incline bench row,back,upper back,"biceps, forearms",barbell,strength,unknown,"Set up an incline bench at a 45-degree angle. Sit on the bench facing the backrest with your chest against it. Grab the barbell with a reverse grip (palms facing down) and hands slightly wider than shoulder-width apart. Keep your back straight and core engaged. Pull the barbell towards your upper abdomen, squeezing your shoulder blades together. Pause for a moment at the top of the movement. Slowly lower the barbell back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_45ef0d646e,bodyweight squatting row,back,upper back,"biceps, shoulders",bodyweight,strength,unknown,"Stand with your feet shoulder-width apart, holding onto a sturdy object or suspension trainer with your arms extended. Lower your body into a squat position, keeping your back straight and your knees behind your toes. From the squat position, pull your body up towards the object or suspension trainer, squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_ee8ee41dc7,bodyweight squatting row (with towel),back,upper back,"biceps, shoulders",bodyweight,strength,unknown,"Stand with your feet shoulder-width apart, holding a towel in front of you with your palms facing down. Bend your knees and lower your body into a squat position, keeping your back straight and your chest up. As you lower into the squat, simultaneously pull the towel towards your chest, squeezing your shoulder blades together. Pause for a moment at the bottom of the squat, then slowly return to the starting position while extending your arms. Repeat for the desired number of repetitions.",fitness_exercises
ex_2bffd0622a,bodyweight standing close-grip one arm row,back,upper back,"biceps, forearms",bodyweight,strength,unknown,"Stand with your feet shoulder-width apart, knees slightly bent, and hold a dumbbell in one hand with a neutral grip. Bend forward at the hips, keeping your back straight and your core engaged. Pull the dumbbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. Repeat for the desired number of repetitions, then switch sides.",fitness_exercises
ex_c458509ec4,bodyweight standing close-grip row,back,upper back,"biceps, forearms",bodyweight,strength,unknown,"Stand with your feet shoulder-width apart and knees slightly bent. Bend forward at the waist, keeping your back straight and your core engaged. Extend your arms straight in front of you, gripping the bar or handles with a close grip. Pull the bar or handles towards your body, squeezing your shoulder blades together. Pause for a moment at the top of the movement, then slowly release and return to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_de793d3fb8,bodyweight standing one arm row,back,upper back,"biceps, forearms",bodyweight,strength,unknown,"Stand with your feet shoulder-width apart, knees slightly bent, and hold a dumbbell in one hand. Bend forward at the hips, keeping your back straight and your core engaged. Let the dumbbell hang straight down in front of you, with your arm fully extended. Pull the dumbbell up towards your chest, keeping your elbow close to your body. Squeeze your shoulder blades together at the top of the movement. Lower the dumbbell back down to the starting position. Repeat for the desired number of repetitions, then switch sides.",fitness_exercises
ex_d680e5e802,bodyweight standing one arm row (with towel),back,upper back,"biceps, forearms",bodyweight,strength,unknown,"Stand with your feet shoulder-width apart, knees slightly bent, and hold a towel with one hand. Bend forward at the hips, keeping your back straight and your core engaged. Pull the towel towards your chest, squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower the towel back to the starting position. Repeat for the desired number of repetitions, then switch to the other arm.",fitness_exercises
ex_35aa354ba5,bodyweight standing row,back,upper back,"biceps, shoulders",bodyweight,strength,unknown,"Stand with your feet shoulder-width apart and knees slightly bent. Grasp a bar or handles with an overhand grip, palms facing down. Keep your back straight and core engaged. Pull the bar or handles towards your body, squeezing your shoulder blades together. Pause for a moment at the top of the movement. Slowly release and extend your arms back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_c40b48012a,bodyweight standing row (with towel),back,upper back,"biceps, shoulders",bodyweight,strength,unknown,"Stand with your feet shoulder-width apart and hold a towel in front of you with both hands. Bend your knees slightly and hinge forward at the hips, keeping your back straight. Pull the towel towards your chest, squeezing your shoulder blades together. Pause for a moment at the top, then slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_273ed11ee0,cable decline seated wide-grip row,back,upper back,"biceps, forearms",cable,strength,unknown,"Sit on the decline bench facing the cable machine with your feet securely placed on the footrests. Grasp the cable attachment with a wide overhand grip, palms facing down. Lean back slightly, keeping your back straight and your core engaged. Pull the cable towards your lower chest, squeezing your shoulder blades together. Pause for a moment at the peak of the contraction, then slowly release the cable back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_94a98f40a7,cable floor seated wide-grip row,back,upper back,"biceps, forearms",cable,strength,unknown,"Sit on the floor with your legs extended and your back straight. Attach a cable handle to a low pulley and position the cable machine behind you. Grasp the handle with a wide overhand grip, palms facing down. Lean back slightly, keeping your back straight and your chest lifted. Pull the handle towards your waist, squeezing your shoulder blades together. Pause for a moment at the top of the movement, then slowly release the handle back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_3c514a9c53,cable high row (kneeling),back,upper back,"biceps, shoulders",cable,strength,unknown,"Attach a straight bar to a cable machine at chest height. Kneel down in front of the cable machine and grab the bar with an overhand grip, hands shoulder-width apart. Sit back on your heels, keeping your back straight and your core engaged. Pull the bar towards your upper abdomen, squeezing your shoulder blades together. Pause for a moment at the top of the movement, then slowly release the bar back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_f7d4181d47,cable incline bench row,back,upper back,"biceps, rear deltoids",cable,strength,unknown,"Set up an incline bench at a 45-degree angle and attach a cable handle to the low pulley. Sit on the bench facing the cable machine with your feet flat on the floor and your knees slightly bent. Grasp the cable handle with an overhand grip and extend your arms fully in front of you. Lean forward from your hips while keeping your back straight and your core engaged. Pull the cable handle towards your chest by retracting your shoulder blades and bending your elbows. Squeeze your back muscles at the top of the movement, then slowly extend your arms back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_c95829114f,cable low seated row,back,upper back,"biceps, forearms",cable,strength,unknown,"Sit on the machine with your feet flat on the footrests and your knees slightly bent. Grasp the handles with an overhand grip, palms facing down. Keep your back straight and lean slightly forward, maintaining a slight bend in your elbows. Pull the handles towards your body, squeezing your shoulder blades together. Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_d74d74092c,cable one arm bent over row,back,upper back,"biceps, forearms",cable,strength,unknown,"Stand facing a cable machine with your feet shoulder-width apart. Bend your knees slightly and hinge forward at the hips, keeping your back straight. Grasp the cable handle with one hand, palm facing inward, and extend your arm fully. Pull the cable handle towards your body, keeping your elbow close to your side, until your hand reaches your lower chest. Pause for a moment, then slowly extend your arm back to the starting position. Repeat for the desired number of repetitions, then switch sides.",fitness_exercises
ex_57655c2de5,cable one arm straight back high row (kneeling),back,upper back,"biceps, shoulders",cable,strength,unknown,"Attach a handle to a cable machine at waist height. Kneel down facing the cable machine and grab the handle with one hand. Keep your back straight and your core engaged. Pull the handle towards your chest, squeezing your shoulder blades together. Pause for a moment at the top of the movement. Slowly release the handle back to the starting position. Repeat for the desired number of repetitions. Switch sides and repeat the exercise with the other arm.",fitness_exercises
ex_fcd65a4d89,cable palm rotational row,back,upper back,"biceps, forearms",cable,mobility,unknown,"Attach a handle to a cable machine at waist height. Stand facing the machine with your feet shoulder-width apart. Grasp the handle with an overhand grip, palms facing down. Step back to create tension on the cable, keeping your back straight and knees slightly bent. Pull the handle towards your body, rotating your palms to face upwards as you do so. Squeeze your shoulder blades together at the end of the movement. Slowly release the handle back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_0c3fa6376f,cable reverse-grip straight back seated high row,back,upper back,"biceps, forearms",cable,strength,unknown,"Sit on the seat facing the cable machine with your feet flat on the floor. Grasp the cable attachment with an underhand grip, palms facing up, and your hands shoulder-width apart. Keep your back straight and lean slightly forward from your hips. Pull the cable towards your torso by retracting your shoulder blades and squeezing your back muscles. Pause for a moment at the peak of the contraction, then slowly release the cable back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_80211576db,cable rope crossover seated row,back,upper back,"biceps, forearms",cable,cardio,unknown,"Sit on the rowing machine with your feet flat on the footrests and your knees slightly bent. Grasp the cable ropes with an overhand grip, palms facing each other. Lean back slightly, keeping your back straight and your core engaged. Pull the cable ropes towards your chest, squeezing your shoulder blades together. Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_25f8a04f9c,cable rope elevated seated row,back,upper back,"biceps, forearms",cable,cardio,unknown,"Sit on the elevated seat facing the cable machine. Grab the cable rope handles with an overhand grip, palms facing each other. Keep your back straight and lean slightly back, maintaining a slight bend in your knees. Pull the cable towards your body by retracting your shoulder blades and squeezing your back muscles. Pause for a moment at the fully contracted position. Slowly release the tension and extend your arms back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_664569a8c4,cable rope extension incline bench row,back,upper back,"biceps, shoulders",cable,cardio,unknown,"Set up an incline bench at a 45-degree angle and attach a cable machine to the low pulley. Attach a rope handle to the cable machine and sit on the incline bench facing the machine. Grab the rope handle with an overhand grip and lean forward, keeping your back straight. Extend your arms fully, pulling the rope towards your upper chest while keeping your elbows close to your body. Squeeze your shoulder blades together at the end of the movement. Slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_b28febad86,cable rope seated row,back,upper back,"biceps, forearms",cable,cardio,unknown,"Sit on the rowing machine with your feet flat on the footrests and knees slightly bent. Grasp the cable ropes with an overhand grip, palms facing each other. Keep your back straight and lean slightly forward, maintaining a slight bend in your elbows. Pull the cable ropes towards your body, squeezing your shoulder blades together. Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_8f52546174,cable seated one arm alternate row,back,upper back,"biceps, forearms",cable,strength,unknown,"Sit on a bench facing a cable machine with your feet flat on the ground and knees slightly bent. Grasp the handle with one hand and keep your arm fully extended in front of you. Pull the handle towards your body, retracting your shoulder blade and keeping your elbow close to your side. Pause for a moment at the top of the movement, squeezing your back muscles. Slowly release the handle back to the starting position. Repeat with the other arm. Alternate between arms for the desired number of repetitions.",fitness_exercises
ex_5ce444bbe4,cable seated row,back,upper back,"biceps, forearms",cable,strength,unknown,"Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent. Grasp the handles with an overhand grip, keeping your back straight and your shoulders relaxed. Pull the handles towards your body, squeezing your shoulder blades together. Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_5f06eb5491,cable seated wide-grip row,back,upper back,"biceps, forearms",cable,strength,unknown,"Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent. Grasp the handle with a wide overhand grip, palms facing down. Keep your back straight and lean slightly forward from the hips. Pull the handle towards your lower chest, squeezing your shoulder blades together. Pause for a moment at the peak of the contraction. Slowly release the handle back to the starting position, fully extending your arms. Repeat for the desired number of repetitions.",fitness_exercises
ex_410370a76f,cable standing row (v-bar),back,upper back,"biceps, shoulders",cable,strength,unknown,"Stand facing the cable machine with your feet shoulder-width apart. Grasp the v-bar attachment with an overhand grip, palms facing down. Keep your back straight and your core engaged. Pull the v-bar towards your body, squeezing your shoulder blades together. Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_5ee397a47a,cable standing twist row (v-bar),back,upper back,"biceps, shoulders",cable,strength,unknown,"Attach a v-bar attachment to a cable machine at chest height. Stand facing the cable machine with your feet shoulder-width apart. Grasp the v-bar with an overhand grip, palms facing down. Take a step back to create tension in the cable. Keep your back straight and core engaged throughout the exercise. Pull the v-bar towards your torso by retracting your shoulder blades and bending your elbows. As you pull, twist your torso to one side, squeezing your shoulder blades together. Pause for a moment at the top of the movement, feeling the contraction in your upper back. Slowly release the tension and return to the starting position, untwisting your torso. Repeat the movement for the desired number of repetitions, alternating the twisting direction with each rep.",fitness_exercises
ex_991ee30901,cable straight back seated row,back,upper back,"biceps, forearms, shoulders",cable,strength,unknown,"Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent. Grasp the cable handles with an overhand grip, palms facing down. Keep your back straight and lean slightly forward from the hips. Pull the cable handles towards your body, squeezing your shoulder blades together. Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_5e25348189,cable upper row,back,upper back,"biceps, shoulders",cable,strength,unknown,"Attach a straight bar to a cable machine at chest height. Stand facing the machine with your feet shoulder-width apart. Grasp the bar with an overhand grip, hands slightly wider than shoulder-width apart. Keep your back straight and your core engaged. Pull the bar towards your upper chest, squeezing your shoulder blades together. Pause for a moment at the top of the movement. Slowly release the bar back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_d475729294,cambered bar lying row,back,upper back,"biceps, forearms",barbell,strength,unknown,"Set up a barbell on the floor and lie face down on a bench with your chest just off the edge. Reach down and grab the barbell with an overhand grip, slightly wider than shoulder-width apart. With your legs straight and feet on the ground, lift the barbell off the floor by extending your arms. Pull the barbell towards your chest, squeezing your shoulder blades together. Lower the barbell back down to the starting position and repeat for the desired number of repetitions.",fitness_exercises
ex_6d0aa980d9,chin-ups (narrow parallel grip),back,upper back,"biceps, forearms",bodyweight,strength,unknown,"Hang from a pull-up bar with a narrow parallel grip, palms facing towards you. Engage your back muscles and pull your body up towards the bar, keeping your elbows close to your body. Continue pulling until your chin is above the bar. Pause for a moment at the top, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
